,iso6393,glottocode,aes_status
4531,nkb,khoi1251,not endangered
4532,nkc,nkon1247,threatened
4533,nkd,koir1240,threatened
4534,nke,duke1237,not endangered
4535,nkf,inpu1234,not endangered
4536,nkg,nekg1240,threatened
4537,nkh,khez1235,threatened
4538,nki,than1255,threatened
4539,nkj,naka1265,shifting
4540,nkk,noku1237,shifting
4541,nkm,nama1267,shifting
4542,nkn,nkan1238,not endangered
4543,nko,nkon1248,not endangered
4544,nkp,niua1241,extinct
4545,nkq,nkam1239,not endangered
4546,nkr,nuku1260,shifting
4547,nks,nort2917,not endangered
4548,nkt,nyik1247,not endangered
4549,nku,boun1243,not endangered
4550,nkv,nyik1246,not endangered
4551,nkw,nkut1238,not endangered
4552,nkx,nkor1239,shifting
4553,nkz,nkar1238,shifting
4554,nla,ngom1271,not endangered
4555,nlc,nalc1240,not endangered
4556,nld,dutc1256,not endangered
4557,nle,east2409,not endangered
4558,nlg,gela1263,not endangered
4559,nli,gran1245,shifting
4560,nlj,nyal1250,not endangered
4561,nlk,nini1235,not endangered
4562,nll,niha1238,shifting
4563,nlm,mank1256,threatened
4564,nlo,ngul1247,not endangered
4565,nlq,laon1234,not endangered
4566,nlu,nchu1238,shifting
4567,nlv,oriz1235,not endangered
4568,nlw,wala1263,extinct
4569,nlx,naha1261,shifting
4570,nly,nyam1271,nearly extinct
4571,nlz,nalo1235,not endangered
4572,nma,mara1379,threatened
4573,nmb,bign1238,not endangered
4574,nmc,ngam1269,not endangered
4575,nmd,ndum1239,threatened
4576,nme,mzie1235,threatened
4577,nmf,tang1336,shifting
4578,nmg,kwas1243,not endangered
4579,nmh,mons1234,not endangered
4580,nmi,nyam1285,threatened
4581,nmj,ngom1265,shifting
4582,nmk,nama1268,not endangered
4583,nml,ndem1249,not endangered
4584,nmm,mana1288,shifting
4585,nmn,huaa1248,shifting
4586,nmo,moyo1238,shifting
4587,nmp,nima1245,extinct
4588,nmq,namb1291,shifting
4589,nmr,nimb1256,extinct
4590,nms,lete1241,shifting
4591,nmt,namo1247,shifting
4592,nmu,nort2952,extinct
4593,nmv,ngam1265,extinct
4594,nmw,nimo1246,not endangered
4595,nmx,nama1266,not endangered
4596,nmy,namu1246,shifting
4597,nmz,nawd1238,not endangered
4598,nna,nyan1301,shifting
4599,nnb,nand1264,not endangered
4600,nnc,nanc1253,not endangered
4601,nnd,west2513,not endangered
4602,nne,ngan1300,not endangered
4603,nnf,ngai1241,not endangered
4604,nng,mari1416,shifting
4605,nnh,ngie1241,not endangered
4606,nni,nort2867,threatened
4607,nnj,nyan1315,not endangered
4608,nnk,nank1250,not endangered
4609,nnl,nort2725,shifting
4610,nnm,nami1256,threatened
4611,nnn,nget1241,not endangered
4612,nnp,wanc1238,threatened
4613,nnq,ngin1244,not endangered
4614,nnr,naru1238,moribund
4615,nnt,nant1249,extinct
4616,nnu,dwan1238,shifting
4617,nnv,nugu1241,extinct
4618,nnw,sout2795,not endangered
4619,nny,nyan1300,extinct
4620,nnz,ndan1241,not endangered
4621,noa,woun1238,shifting
4622,nob,norw1259,N/A
4623,noc,nukk1240,threatened
4624,nod,nort2740,not endangered
4625,noe,nima1243,not endangered
4626,nof,noma1262,not endangered
4627,nog,noga1249,shifting
4628,noh,nomu1240,threatened
4629,noi,noir1238,not endangered
4630,noj,nonu1241,extinct
4631,nok,nook1247,extinct
4632,nom,noca1240,extinct
4633,non,oldn1244,extinct
4634,nop,numa1254,not endangered
4635,noq,ngon1267,threatened
4636,nor,norw1258,not endangered
4637,nos,east2349,threatened
4638,not,noma1263,shifting
4639,nou,ewag1241,not endangered
4640,now,nyam1277,not endangered
4641,noy,noyy1238,moribund
4642,noz,nayi1243,moribund
4643,npa,narp1239,shifting
4644,npb,nupb1238,threatened
4645,npg,pony1234,not endangered
4646,nph,phom1236,threatened
4647,npi,nepa1254,not endangered
4648,npl,sout2973,not endangered
4649,npn,mond1265,not endangered
4650,npo,poch1243,shifting
4651,nps,nips1240,threatened
4652,npu,puim1234,not endangered
4653,npy,napu1241,shifting
4654,nqg,eden1244,not endangered
4655,nqk,kura1248,not endangered
4656,nql,ngen1257,not endangered
4657,nqm,ndom1245,threatened
4658,nqn,nenn1238,shifting
4659,nqq,chen1271,not endangered
4660,nra,ngom1270,not endangered
4661,nrb,nara1262,not endangered
4662,nrc,nori1240,extinct
4663,nre,sout2732,shifting
4664,nrf,jerr1238,nearly extinct
4665,nrg,nara1263,shifting
4666,nri,chok1243,threatened
4667,nrk,ngar1296,extinct
4668,nrl,ngar1287,moribund
4669,nrm,naro1251,threatened
4670,nrr,norr1243,extinct
4671,nrt,tual1242,extinct
4672,nru,yong1270,shifting
4673,nrx,ngur1260,extinct
4674,nrz,lala1268,not endangered
4675,nsa,sang1321,threatened
4676,nsb,lowe1407,extinct
4677,nsc,nshi1235,not endangered
4678,nsd,sout2723,moribund
4679,nse,nsen1242,not endangered
4680,nsf,farn1234,not endangered
4681,nsg,ngas1238,extinct
4682,nsh,ngos1238,not endangered
4683,nsi,nige1240,not endangered
4684,nsk,nask1242,threatened
4685,nsl,norw1255,shifting
4686,nsm,sumi1235,not endangered
4687,nsn,neha1247,not endangered
4688,nso,pedi1238,not endangered
4689,nsp,nepa1250,not endangered
4690,nsq,nort2968,extinct
4691,nsr,mari1381,nearly extinct
4692,nss,nali1245,not endangered
4693,nst,tase1235,threatened
4694,nsu,sier1248,not endangered
4695,nsv,sout3128,threatened
4696,nsw,navu1237,shifting
4697,nsx,nson1238,not endangered
4698,nsy,nasa1239,threatened
4699,nsz,nise1244,extinct
4700,ntd,nort3262,shifting
4701,nte,nath1238,shifting
4702,nti,nati1243,threatened
4703,ntj,ngaa1240,shifting
4704,ntk,ikom1245,threatened
4705,ntm,nate1242,not endangered
4706,nto,ntom1248,not endangered
4707,ntp,nort2959,shifting
4708,ntr,delo1240,not endangered
4709,ntu,natu1246,not endangered
4710,ntw,nott1246,extinct
4711,nty,mant1265,shifting
4712,ntz,nata1252,shifting
4713,nua,yuag1237,threatened
4714,nuc,nuku1263,extinct
4715,nud,ngal1300,shifting
4716,nue,ngun1266,not endangered
4717,nuf,nusu1239,not endangered
4718,nug,nung1291,extinct
4719,nuh,ndun1251,shifting
4720,nui,ngum1255,not endangered
4721,nuj,nyol1238,not endangered
4722,nuk,nuuc1236,nearly extinct
4723,nul,nusa1245,extinct
4724,num,niua1240,threatened
4725,nun,nung1282,nearly extinct
4726,nuo,nguo1239,shifting
4727,nup,nupe1254,not endangered
4728,nuq,nuku1258,not endangered
4729,nur,nuku1259,not endangered
4730,nus,nuer1246,not endangered
4731,nut,nung1283,not endangered
4732,nuu,ngbu1241,not endangered
4733,nuv,nort2784,not endangered
4734,nuw,ngul1236,nearly extinct
4735,nux,mehe1243,shifting
4736,nuy,nung1290,shifting
4737,nuz,tlam1239,threatened
4738,nvh,nasa1240,nearly extinct
4739,nvm,nami1258,not endangered
4740,nvo,nyok1243,not endangered
4741,nwa,nawa1259,extinct
4742,nwb,nyab1255,not endangered
4743,nwe,ngwe1238,not endangered
4744,nwi,sout2869,not endangered
4745,nwm,nyam1279,shifting
4746,nwo,nauo1235,extinct
4747,nwr,nawa1258,shifting
4748,nxa,naue1237,shifting
4749,nxd,ngan1302,not endangered
4750,nxe,nage1237,not endangered
4751,nxg,ngad1261,not endangered
4752,nxi,nind1242,shifting
4753,nxl,sout2895,threatened
4754,nxn,ngaw1240,extinct
4755,nxo,ndam1254,shifting
4756,nxq,naxi1245,not endangered
4757,nxr,ning1274,shifting
4758,nxx,nafr1241,moribund
4759,nya,nyan1308,not endangered
4760,nyb,nyan1302,not endangered
4761,nyc,nyan1303,moribund
4762,nyd,nyor1244,not endangered
4763,nye,nyen1257,not endangered
4764,nyf,giry1241,not endangered
4765,nyg,nyin1248,threatened
4766,nyh,nyig1240,moribund
4767,nyi,amas1236,not endangered
4768,nyj,nyan1304,not endangered
4769,nyk,nyan1305,not endangered
4770,nyl,nyeu1238,shifting
4771,nym,nyam1276,not endangered
4772,nyn,nyan1307,not endangered
4773,nyo,nyor1246,not endangered
4774,nyp,nyan1313,nearly extinct
4775,nyq,nayi1242,shifting
4776,nyr,nyih1239,threatened
4777,nys,nyun1247,extinct
4778,nyt,nyaw1247,extinct
4779,nyu,nyun1248,not endangered
4780,nyv,nyul1247,extinct
4781,nyw,nyaw1245,not endangered
4782,nyx,ngan1296,extinct
4783,nyy,nyak1260,not endangered
4784,nza,tigo1236,not endangered
4785,nzb,njeb1242,not endangered
4786,nzd,nzad1234,threatened
4787,nzi,nzim1238,not endangered
4788,nzk,nzak1247,not endangered
4789,nzm,zeme1240,shifting
4790,nzs,newz1236,threatened
4791,nzu,teke1279,threatened
4792,nzy,nzak1246,not endangered
4793,nzz,nang1261,shifting
4794,oaa,orok1265,nearly extinct
4795,oac,oroc1248,moribund
4796,oar,olda1245,extinct
4797,obi,obis1242,extinct
4798,obl,oblo1238,extinct
4799,obo,obom1235,threatened
4800,obr,oldb1235,extinct
4801,obu,obul1239,shifting
4802,oca,ocai1244,nearly extinct
4803,och,oldc1244,extinct
4804,oci,occi1239,not endangered
4805,oco,oldc1252,extinct
4806,ocu,atzi1235,shifting
4807,oda,odut1238,moribund
4808,odk,oddd1238,not endangered
4809,odt,oldd1237,extinct
4810,odu,odua1238,not endangered
4811,ofo,ofoo1242,extinct
4812,ofs,oldf1241,extinct
4813,ofu,efut1242,not endangered
4814,ogb,ogbi1239,not endangered
4815,ogc,ogba1241,not endangered
4816,oge,oldg1234,extinct
4817,ogg,ogbo1242,not endangered
4818,ogo,khan1278,not endangered
4819,ogu,ogbr1243,not endangered
4820,ohu,oldh1242,extinct
4821,oia,oira1263,shifting
4822,oin,ineb1235,shifting
4823,ojb,nort2961,threatened
4824,ojc,cent2136,shifting
4825,ojg,east2542,shifting
4826,ojp,oldj1239,extinct
4827,ojs,seve1240,threatened
4828,ojv,onto1237,not endangered
4829,ojw,west1510,shifting
4830,oka,okan1243,shifting
4831,okb,okob1241,threatened
4832,okd,okod1238,shifting
4833,oke,okpe1250,not endangered
4834,okg,koko1273,extinct
4835,okh,kore1279,shifting
4836,oki,okie1245,moribund
4837,okj,okoj1239,extinct
4838,okk,kwam1254,shifting
4839,okl,oldk1238,extinct
4840,okn,okin1246,moribund
4841,okr,kiri1254,not endangered
4842,oks,okoe1238,not endangered
4843,oku,okuu1243,not endangered
4844,okv,orok1269,not endangered
4845,okx,okpe1249,not endangered
4846,ola,walu1241,shifting
4847,old,moch1256,not endangered
4848,ole,olek1239,nearly extinct
4849,olk,olko1234,nearly extinct
4850,olm,olom1241,threatened
4851,olo,livv1243,shifting
4852,olr,olra1234,nearly extinct
4853,olu,kuva1244,not endangered
4854,oma,omah1247,moribund
4855,omb,east2443,not endangered
4856,omc,moch1259,extinct
4857,omg,omag1248,nearly extinct
4858,omi,omii1238,not endangered
4859,omk,yuka1240,extinct
4860,oml,ombo1238,not endangered
4861,omn,mino1236,extinct
4862,omo,utar1238,not endangered
4863,omr,oldm1244,extinct
4864,omt,omot1239,moribund
4865,omu,omur1241,extinct
4866,omw,sout2943,not endangered
4867,omx,oldm1242,extinct
4868,ona,onaa1245,extinct
4869,onb,ling1262,not endangered
4870,one,onei1249,shifting
4871,ong,oloo1241,threatened
4872,oni,onin1245,shifting
4873,onj,onjo1240,shifting
4874,onk,kabo1248,shifting
4875,onn,onob1238,not endangered
4876,ono,onon1246,nearly extinct
4877,onp,sart1249,not endangered
4878,onr,nort2907,shifting
4879,ons,onoo1246,not endangered
4880,ont,onte1239,shifting
4881,onu,unua1237,threatened
4882,onw,oldn1245,extinct
4883,onx,onin1237,extinct
4884,ood,toho1245,threatened
4885,oog,ongg1239,shifting
4886,oon,onge1236,shifting
4887,oor,oorl1238,not endangered
4888,oos,oldo1234,extinct
4889,opa,okpa1238,threatened
4890,opk,kopk1238,shifting
4891,opm,oksa1245,threatened
4892,opo,opao1240,not endangered
4893,opt,opat1246,extinct
4894,opy,ofay1240,moribund
4895,ora,oroh1237,moribund
4896,orc,orma1241,not endangered
4897,ore,orej1242,nearly extinct
4898,org,orin1239,not endangered
4899,orh,oroq1238,moribund
4900,orn,oran1258,moribund
4901,oro,orok1267,not endangered
4902,orr,orum1241,shifting
4903,ors,oran1259,shifting
4904,ort,adiv1239,not endangered
4905,oru,ormu1247,shifting
4906,orv,oldr1238,extinct
4907,orw,orow1243,nearly extinct
4908,orx,oroo1241,not endangered
4909,ory,oriy1255,not endangered
4910,orz,ormu1248,shifting
4911,osa,osag1243,extinct
4912,osc,osca1245,extinct
4913,osi,osin1237,not endangered
4914,oso,osos1238,not endangered
4915,osp,olds1249,extinct
4916,oss,iron1242,threatened
4917,ost,osat1238,threatened
4918,osu,sout2932,shifting
4919,osx,olds1250,extinct
4920,otd,otda1235,not endangered
4921,ote,mezq1235,not endangered
4922,oti,otii1244,extinct
4923,otk,oldt1247,extinct
4924,otl,tila1239,shifting
4925,otm,east2556,threatened
4926,otn,tena1241,not endangered
4927,otq,quer1236,threatened
4928,otr,otor1240,shifting
4929,ots,esta1236,shifting
4930,ott,temo1245,shifting
4931,otu,otuk1240,extinct
4932,otw,otta1242,moribund
4933,otx,texc1235,not endangered
4934,oty,oldt1248,extinct
4935,otz,ixte1237,shifting
4936,oua,taga1278,shifting
4937,oub,glio1241,threatened
4938,oue,oung1239,not endangered
4939,oui,oldu1238,extinct
4940,oum,ouma1237,extinct
4941,owi,owin1240,shifting
4942,owl,oldw1239,extinct
4943,oyb,oyyy1238,not endangered
4944,oyd,oyda1235,threatened
4945,oym,waya1270,shifting
4946,oyy,oyao1237,not endangered
4947,ozm,koon1245,threatened
4948,pab,pare1272,shifting
4949,pac,paco1243,threatened
4950,pad,paum1247,shifting
4951,pae,pagi1243,not endangered
4952,paf,para1313,extinct
4953,pag,pang1290,not endangered
4954,pah,tenh1241,shifting
4955,pai,peee1238,threatened
4956,pak,para1312,shifting
4957,pal,pahl1241,extinct
4958,pam,pamp1243,not endangered
4959,pan,panj1256,not endangered
4960,pao,nort2954,nearly extinct
4961,pap,papi1253,not endangered
4962,paq,pary1242,shifting
4963,par,pana1305,moribund
4964,pas,papa1269,threatened
4965,pat,papi1254,shifting
4966,pau,pala1344,not endangered
4967,pav,wari1268,shifting
4968,paw,pawn1254,nearly extinct
4969,pax,pank1235,extinct
4970,pay,pech1241,moribund
4971,paz,pank1250,extinct
4972,pbb,paez1247,threatened
4973,pbc,pata1262,threatened
4974,pbe,mezo1235,threatened
4975,pbf,coyo1236,threatened
4976,pbg,para1316,nearly extinct
4977,pbh,enap1235,threatened
4978,pbi,park1239,not endangered
4979,pbl,makn1235,shifting
4980,pbm,pueb1234,not endangered
4981,pbn,kpas1242,not endangered
4982,pbo,pape1239,threatened
4983,pbp,bady1239,threatened
4984,pbr,pang1287,not endangered
4985,pbs,cent2145,threatened
4986,pbt,sout2649,not endangered
4987,pbu,nort2646,not endangered
4988,pbv,pnar1238,not endangered
4989,pby,pyuu1245,shifting
4990,pca,sant1454,threatened
4991,pcb,pear1247,moribund
4992,pcc,bouy1240,not endangered
4993,pcd,pica1241,threatened
4994,pce,ruch1235,moribund
4995,pcf,pali1274,threatened
4996,pcg,pani1256,not endangered
4997,pch,pard1245,threatened
4998,pci,duru1236,threatened
4999,pcj,pare1266,shifting
5000,pck,pait1244,threatened
5001,pcl,pard1243,not endangered
5002,pcm,nige1257,not endangered
5003,pcn,piti1243,shifting
5004,pcp,paca1246,nearly extinct
5005,pcw,pyap1239,threatened
5006,pda,anam1247,shifting
5007,pdc,penn1240,threatened
5008,pdi,padi1241,shifting
5009,pdn,pode1237,shifting
5010,pdo,pado1242,shifting
5011,pdt,plau1238,shifting
5012,pdu,kaya1315,not endangered
5013,pea,pera1256,shifting
5014,peb,east2545,extinct
5015,ped,mala1494,threatened
5016,pee,taje1237,nearly extinct
5017,pef,nort2967,extinct
5018,peg,peng1244,not endangered
5019,peh,bona1250,shifting
5020,pei,chic1272,shifting
5021,pej,nort2966,extinct
5022,pek,penc1239,not endangered
5023,pel,peka1242,threatened
5024,pem,phen1239,not endangered
5025,peo,oldp1254,extinct
5026,pep,kunj1246,not endangered
5027,peq,sout2984,nearly extinct
5028,pes,west2369,not endangered
5029,pev,pemo1245,extinct
5030,pex,peta1245,threatened
5031,pey,petj1238,nearly extinct
5032,pez,east2485,shifting
5033,pfa,paaf1237,shifting
5034,pfe,peer1241,not endangered
5035,pfl,pala1330,threatened
5036,pga,suda1237,not endangered
5037,pgd,gand1259,extinct
5038,pgg,pang1282,shifting
5039,pgi,pagi1244,shifting
5040,pgk,rere1240,shifting
5041,pgs,pang1286,not endangered
5042,pgu,pagu1249,shifting
5043,pgz,papu1255,not endangered
5044,pha,pahn1237,threatened
5045,phd,phud1238,threatened
5046,phg,phuo1238,not endangered
5047,phh,phuk1235,threatened
5048,phk,phak1238,shifting
5049,phl,phal1254,threatened
5050,phm,phim1238,threatened
5051,phn,phoe1239,extinct
5052,pho,phun1245,threatened
5053,phq,phan1254,shifting
5054,phr,paha1251,not endangered
5055,pht,phut1244,not endangered
5056,phu,phua1239,shifting
5057,phv,pahl1240,extinct
5058,phw,phan1256,shifting
5059,pia,pima1248,shifting
5060,pib,yine1238,shifting
5061,pic,pinj1243,shifting
5062,pid,piar1243,threatened
5063,pie,piro1248,extinct
5064,pif,ping1243,shifting
5065,pig,pisa1244,shifting
5066,pih,pitc1234,shifting
5067,pii,pini1248,extinct
5068,pij,pija1235,extinct
5069,pil,yomm1242,not endangered
5070,pim,powh1243,extinct
5071,pin,piam1243,moribund
5072,pio,piap1246,shifting
5073,pip,pero1241,not endangered
5074,pir,pira1254,shifting
5075,pis,piji1239,not endangered
5076,pit,pitt1247,extinct
5077,piu,pint1250,shifting
5078,piv,pile1238,threatened
5079,piw,pimb1238,threatened
5080,pix,piuu1237,shifting
5081,piy,piya1245,not endangered
5082,piz,pije1237,shifting
5083,pjt,pitj1243,threatened
5084,pkb,poko1261,not endangered
5085,pkg,pakt1239,not endangered
5086,pkh,pank1249,threatened
5087,pkn,paka1251,extinct
5088,pko,poko1263,not endangered
5089,pkp,puka1242,shifting
5090,pkr,atta1243,not endangered
5091,pks,paki1242,not endangered
5092,pkt,male1282,shifting
5093,pku,paku1239,moribund
5094,pla,mian1254,threatened
5095,plb,polo1242,shifting
5096,plc,cent2091,not endangered
5097,pld,pola1249,extinct
5098,ple,palu1252,shifting
5099,plg,pila1245,shifting
5100,plh,paul1238,moribund
5101,pli,pali1273,extinct
5102,plk,kohi1248,not endangered
5103,pll,shwe1236,not endangered
5104,pln,pale1260,shifting
5105,plo,olut1240,moribund
5106,plq,pala1331,extinct
5107,plr,pala1342,not endangered
5108,pls,sanm1301,threatened
5109,plt,plat1254,not endangered
5110,plu,pali1279,shifting
5111,plv,sout2916,not endangered
5112,plw,broo1239,not endangered
5113,ply,boly1239,moribund
5114,plz,palu1253,threatened
5115,pma,paam1238,not endangered
5116,pmb,pamb1243,not endangered
5117,pmd,pall1243,extinct
5118,pme,pwaa1237,shifting
5119,pmf,pamo1252,shifting
5120,pmh,maha1305,extinct
5121,pmi,nort2723,threatened
5122,pmj,sout2729,threatened
5123,pml,ling1242,extinct
5124,pmm,pomo1271,not endangered
5125,pmn,pamm1242,moribund
5126,pmo,pomm1237,threatened
5127,pmq,nort2984,shifting
5128,pmr,payn1244,moribund
5129,pms,piem1238,threatened
5130,pmt,tuam1242,threatened
5131,pmw,plai1259,extinct
5132,pmx,poum1235,not endangered
5133,pmy,papu1250,not endangered
5134,pmz,sout2999,extinct
5135,pna,puna1275,not endangered
5136,pnb,west2386,not endangered
5137,pnc,pann1239,threatened
5138,pnd,mpin1234,threatened
5139,pne,west2563,threatened
5140,png,pong1250,threatened
5141,pnh,penr1237,moribund
5142,pni,aohe1237,threatened
5143,pnj,pinj1244,extinct
5144,pnk,paun1241,nearly extinct
5145,pnl,pale1262,threatened
5146,pnm,puna1278,moribund
5147,pnn,pina1252,threatened
5148,pno,pano1255,extinct
5149,pnp,panc1247,not endangered
5150,pnq,pana1295,shifting
5151,pnr,pani1258,nearly extinct
5152,pns,pono1240,extinct
5153,pnt,pont1253,not endangered
5154,pnu,jion1236,shifting
5155,pnv,pini1244,extinct
5156,pnw,pany1241,moribund
5157,pnx,phon1246,shifting
5158,pny,piny1238,not endangered
5159,pnz,pana1293,threatened
5160,poc,poqo1253,shifting
5161,poe,sanj1285,threatened
5162,pof,poke1238,not endangered
5163,pog,poti1237,extinct
5164,poh,poqo1254,threatened
5165,poi,high1276,threatened
5166,pok,poka1242,moribund
5167,pol,poli1260,not endangered
5168,pom,sout2982,extinct
5169,pon,pohn1238,not endangered
5170,poo,cent2138,extinct
5171,pop,pwap1237,moribund
5172,poq,texi1237,nearly extinct
5173,por,port1283,not endangered
5174,pos,sayu1241,shifting
5175,pot,pota1247,nearly extinct
5176,pov,uppe1455,not endangered
5177,pow,sanf1264,threatened
5178,pox,pola1255,extinct
5179,poy,pogo1243,not endangered
5180,ppe,papi1255,moribund
5181,ppi,paip1241,nearly extinct
5182,ppk,umaa1242,threatened
5183,ppl,pipi1250,nearly extinct
5184,ppm,papu1251,shifting
5185,ppn,papa1265,moribund
5186,ppo,folo1238,not endangered
5187,ppp,pele1244,not endangered
5188,ppq,peii1238,moribund
5189,pps,sanl1248,threatened
